IDProtocollo,Progressivo,IDVeicolo,TipoVeicolo,StatoVeicolo,Marca,Modello
2659984,1,1027877,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2659984,2,1027883,Autovettura privata,In marcia / fermata / arresto,Citroen,DS
2660018,1,1027894,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1
2660058,1,1027911,Autovettura privata,In marcia / fermata / arresto,Fiat,Iveco
2660058,2,1027916,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2660063,1,1027912,Autovettura privata,In marcia / fermata / arresto,Kia,cee'd
2660063,2,1027919,Autovettura privata,In marcia / fermata / arresto,Honda,SH
2660129,1,1027922,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2660129,2,1027924,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2660135,1,1027928,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2660147,1,1027927,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2660147,2,1027932,Autovettura privata,In marcia / fermata / arresto,Audi,A3
2660154,1,1027937,Autovettura privata,In marcia / fermata / arresto,Saab,9.3 Cabrio
2660154,2,1027941,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2660178,1,1027943,Ciclomotore,In marcia / fermata / arresto,Piaggio,(ignoto)
2660178,2,1027948,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A 200
2660185,1,1027946,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart For Two
2660185,2,1028347,Autovettura pubblica,In marcia / fermata / arresto,Dacia.,Duster
2660185,3,1028352,Autovettura pubblica,In marcia / fermata / arresto,Toyota,prius
2660194,1,1027952,Autovettura privata,In marcia / fermata / arresto,Mitsubishi,Space Star
2660194,2,1027955,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2660261,1,1027959,Autovettura pubblica,In marcia / fermata / arresto,Citroen,C 3 Picasso
2660261,2,1027961,Autovettura privata,In marcia / fermata / arresto,Audi,(non accertato)
2660292,1,1027963,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2660292,2,1027968,Autovettura privata,Sosta,Smart ,-
2660310,1,1027967,Autovettura privata,In marcia / fermata / arresto,Renault,Scenic
2660310,2,1027969,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta
2660320,1,1027996,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2660320,2,1028752,Autovettura privata,Sosta,Fiat,Seicento
2660326,1,1027970,Autovettura privata,In marcia / fermata / arresto,Mercedes,B 200
2660326,2,1027994,Autovettura privata,Sosta,Smart ,-
2660455,1,1027995,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Y
2660455,2,1027997,Autovettura privata,In marcia / fermata / arresto,Land Rover,LD Defender
2660496,1,1028006,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2660496,2,1028008,Velocipede,In marcia / fermata / arresto,Pinarello,da corsa
2660527,1,1028011,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2660527,2,1028012,Motociclo a solo,In marcia / fermata / arresto,Betamotor,M4
2660547,1,1028017,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147
2660547,2,1028020,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Carnaby Cruiser
2660556,1,1028018,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo
2660556,2,1028019,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2660568,1,1028026,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2660568,2,1028027,Veicolo speciale,In marcia / fermata / arresto,Renault,Trucks
2660593,1,1028029,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2660593,2,1028031,Autovettura pubblica,In marcia / fermata / arresto,Citroen,C 3 Picasso
2660593,3,1028032,Autocarro inferiore 35 q.,Sosta,Fiat,Doblo'
2660614,1,1028033,Autovettura privata,In marcia / fermata / arresto,Audi,A4
2660627,1,1028035,Motociclo a solo,In marcia / fermata / arresto,Honda,SH
2660627,2,1028036,Velocipede,In marcia / fermata / arresto,(ignoto),(ignoto)
2660636,1,1028037,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Liberty
2660651,1,1028043,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2660651,2,1028044,Motociclo a solo,In marcia / fermata / arresto,Triumph,Speed triple
2660668,1,1028047,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300i
2660668,2,1028052,Autovettura privata,Sosta,Mercedes,B200
2660668,3,1028056,Autovettura privata,Sosta,Fiat,Panda
2660679,1,1028068,Autovettura privata,In marcia / fermata / arresto,Fiat,Cinquecento
2660679,2,1028070,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2660690,1,1028062,Autovettura privata,In marcia / fermata / arresto,Renault,Megane
2660690,2,1028064,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2660697,1,1028066,Autovettura privata,In marcia / fermata / arresto,Ford,Fusion
2660697,2,1028067,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Vespa Primavera
2660721,1,1028071,Motociclo a solo,In marcia / fermata / arresto,Honda,CB
2660726,1,1028088,Motociclo a solo,In marcia / fermata / arresto,Peugeot,Tweet
2660726,2,1028089,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2660744,1,1028077,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2660744,2,1028078,Velocipede,In marcia / fermata / arresto,Wilier,triestina
2660848,1,1028113,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2660848,2,1028114,Autovettura privata,In marcia / fermata / arresto,Renault,Modus
2661010,1,1028115,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2661010,2,1028117,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty 400
2661034,1,1028116,Autovettura privata,In marcia / fermata / arresto,Fiat,16
2661034,2,1028118,Vettura tranviaria,In marcia / fermata / arresto,SOCIMI,(ignoto)
2661064,1,1028119,Autovettura privata,Sosta,Mini,One
2661064,2,1028120,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2661074,1,1028275,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147
2661074,2,1028276,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2661074,3,1028279,Autovettura privata,Sosta,Ford,KA
2661114,1,1028122,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2661114,2,1028123,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2661122,1,1028124,Autovettura privata,In marcia / fermata / arresto,Nissan,QASHQAI
2661122,2,1028125,Autovettura privata,In marcia / fermata / arresto,Fiat,Fiorino
2661144,1,1028126,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2661144,2,1028128,Motociclo a solo,In marcia / fermata / arresto,Suzuki,AN 400
2661154,1,1028129,Autovettura privata,In marcia / fermata / arresto,Citroen,AX
2661154,2,1028131,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2661154,3,1028133,Autovettura privata,Sosta,Toyota,Yaris
2661193,1,1028139,Autovettura privata,In marcia / fermata / arresto,Iveco,35 S
2661193,2,1028209,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Y
2661194,1,1028163,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2661194,2,1028164,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2661198,1,1028161,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2661198,2,1028162,Motociclo a solo,Allontanatosi,Honda,(ignoto)
2661205,1,1028134,Autobus di linea,In marcia / fermata / arresto,Fiat,Iveco
2661205,2,1028138,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Ducato
2661214,1,1028136,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2661214,2,1028137,Motociclo a solo,In marcia / fermata / arresto,Suzuki,SV
2661218,1,1028159,Autovettura privata,In marcia / fermata / arresto,Peugeot,607
2661218,2,1028160,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2661220,1,1028149,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2661220,2,1028151,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2661220,3,1028152,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2661221,1,1028146,Autovettura privata,In marcia / fermata / arresto,BMW,320 D
2661221,2,1028147,Autobus di linea,In marcia / fermata / arresto,Irisbus,(non accertato)
2661225,1,1028140,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2661225,2,1028143,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2661225,3,1028145,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2661233,1,1028142,Motociclo a solo,In marcia / fermata / arresto,Honda,SH150
2661233,2,1028144,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Liberty
2661248,1,1028148,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2661248,2,1028155,Motociclo a solo,Sosta,Honda,CB 600 F
2661248,3,1028158,Autovettura privata,Sosta,Renault,Clio
2661263,1,1028178,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2661283,1,1028157,Autovettura privata,In marcia / fermata / arresto,Daewoo,Chevrolet Matiz
2661335,1,1036018,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,Dedra
2661335,2,1036023,Motociclo a solo,In marcia / fermata / arresto,Honda,Chiocciola
2661342,1,1030092,Autovettura privata,In marcia / fermata / arresto,Land Rover,Range Rover
2661342,2,1030103,Autovettura privata,In marcia / fermata / arresto,Fiat,MITO
2661343,1,1028170,Motociclo a solo,In marcia / fermata / arresto,Suzuki,600 GSXF
2661365,1,1028173,Autovettura privata,In marcia / fermata / arresto,Toyota,Land Cruiser
2661365,2,1028180,Autovettura privata,In marcia / fermata / arresto,BMW,116
2661387,1,1028184,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2661387,2,1028191,Autovettura privata,Sosta,Ford,Focus
2661392,1,1028181,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2661392,2,1028189,Autovettura privata,In marcia / fermata / arresto,Renault,Megane
2661392,3,1028201,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2661421,1,1028186,Autovettura privata,In marcia / fermata / arresto,Citroen,C3
2661421,2,1028190,Motociclo a solo,In marcia / fermata / arresto,Honda,CB 500
2661425,1,1028185,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2661425,2,1028187,Autovettura privata,Sosta,Nissan,QASHQAI
2661448,1,1028193,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Opel,Combo
2661448,2,1028195,Autovettura privata,In marcia / fermata / arresto,Nissan,Juke
2661465,1,1028199,Motociclo a solo,In marcia / fermata / arresto,Suzuki,SIXTEEN
2661465,2,1028200,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2661487,1,1028202,Trattore agricolo,In marcia / fermata / arresto,Volvo,(non accertato)
2661487,2,1028203,Autovettura privata,Sosta,Nissan,Quashqai
2661487,3,1028214,Rimorchio,In marcia / fermata / arresto,Menci,(ignoto)
2661491,1,1028204,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2661491,2,1028207,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2661498,1,1028211,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2661498,2,1028216,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2661498,3,1028223,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2661510,1,1028213,Autobus urbano,In marcia / fermata / arresto,Breda,Menarinibus
2661510,2,1028218,Autovettura privata,In marcia / fermata / arresto,Fiat,Nuova Panda
2661516,1,1028219,Autovettura privata,In marcia / fermata / arresto,Renault,Laguna
2661516,2,1028234,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147
2661518,1,1028235,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1
2661518,2,1028240,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2661518,3,1028249,Autocarro inferiore 35 q.,Sosta,Fiat,Ducato
2661521,1,1028217,Autobus urbano,In marcia / fermata / arresto,Irisbus,ITALIA 200 E
2661521,2,1028222,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1
2661527,1,1028220,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Dacia,(ignoto)
2661527,2,1028226,Autovettura privata,In marcia / fermata / arresto,Audi,A3
2661545,1,1028233,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2661545,2,1028225,Autovettura privata,Sosta,Opel,Meriva
2661559,1,1028633,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2661559,2,1028653,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2661559,3,1028673,Autovettura privata,Sosta,Fiat-Lancia,Y
2661580,1,1028685,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2661580,2,1028711,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2661582,1,1028239,Motociclo a solo,In marcia / fermata / arresto,Yamaha,XMax
2661582,2,1028500,Autovettura privata,Allontanatosi,Mercedes,Smart
2661583,1,1028242,Autovettura privata,In marcia / fermata / arresto,Toyota,IQ
2661583,2,1028246,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Sport-City
2661585,1,1028241,Autovettura privata,In marcia / fermata / arresto,Renault,Laguna
2661585,2,1028245,Autovettura privata,In marcia / fermata / arresto,Nissan,Note
2661629,1,1028247,Autovettura privata,In marcia / fermata / arresto,Renault,Laguna
2661629,2,1028252,Autovettura privata,Sosta,Audi,A 4
2661644,1,1028255,Autovettura privata,In marcia / fermata / arresto,BMW,120d
2661758,1,1028277,Motociclo a solo,In marcia / fermata / arresto,Honda,Forza
2661791,1,1028286,Autovettura pubblica,In marcia / fermata / arresto,Daimler Chrysler,Grand Voyager
2661791,2,1028287,Motociclo a solo,In marcia / fermata / arresto,Honda,Silver Wing
2661871,1,1028289,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2661871,2,1028290,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2661871,3,1028291,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Panda
2661875,1,1028292,Autovettura privata,In marcia / fermata / arresto,Peugeot,407
2661875,2,1028295,Autovettura privata,In marcia / fermata / arresto,Toyota,Rav 4
2661900,1,1028296,Autovettura privata,In marcia / fermata / arresto,Citroen,C2
2661900,2,1028299,Autovettura privata,In marcia / fermata / arresto,Chrysler,Voyager
2661913,1,1028302,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2661913,2,1028304,Motociclo a solo,In marcia / fermata / arresto,S.Y.M.,Symphony
2661926,1,1028308,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2661926,2,1028309,Autovettura privata,In marcia / fermata / arresto,Renault,Symbol
2661944,1,1028311,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2661944,2,1028312,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2661985,1,1028314,Autovettura di polizia,In marcia / fermata / arresto,Peugeot,208
2661985,2,1028316,Autovettura privata,Sosta,Alfa Lancia,Y
2662004,1,1028315,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Doblo
2662004,2,1028317,Autovettura privata,In marcia / fermata / arresto,Jaguar,S-Type
2662024,1,1028318,Autovettura pubblica,In marcia / fermata / arresto,Toyota,Auris
2662024,2,1028323,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Renault,(ignoto)
2662038,1,1028319,Autovettura di polizia,In marcia / fermata / arresto,Seat,Leon
2662038,2,1028325,Autovettura privata,In marcia / fermata / arresto,Audi,Q5
2662044,1,1028326,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2662044,2,1028332,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2662044,3,1028339,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2662088,1,1028342,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2662117,1,1028343,Autovettura privata,Allontanatosi,BMW,320
2662117,2,1028345,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart
2662117,3,1028349,Autovettura privata,In marcia / fermata / arresto,Seat,Ibiza
2662155,1,1028353,Autovettura privata,In marcia / fermata / arresto,Citroen,Xsara
2662155,2,1028357,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo
2662317,1,1028386,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Y
2662317,2,1028387,Autovettura privata,In marcia / fermata / arresto,Mercedes,A
2662467,1,1028476,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO
2662467,2,1028477,Motociclo a solo,In marcia / fermata / arresto,Malaguti,(non accertato)
2662538,1,1028482,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2662538,2,1028483,Autovettura privata,In marcia / fermata / arresto,Ford,(ignoto)
2662567,1,1028484,Autovettura privata,In marcia / fermata / arresto,Ford,Focus CMAX
2662567,2,1028486,Autovettura privata,In marcia / fermata / arresto,Citroen,C4
2662569,1,1028485,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2662569,2,1028487,Motociclo a solo,In marcia / fermata / arresto,LML,(ignoto)
2662571,1,1028498,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2662571,2,1028524,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2662580,1,1028629,Autovettura privata,In marcia / fermata / arresto,Nissan,(non accertato)
2662580,2,1028645,Autoarticolato,In marcia / fermata / arresto,Nissan,(non accertato)
2662584,1,1028696,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2662584,2,1028724,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2662584,3,1028739,Autovettura privata,Sosta,Renault,Scenic
2662584,4,1028777,Autovettura privata,Sosta,Fiat,Panda
2662589,1,1028847,Autovettura privata,In marcia / fermata / arresto,Fiat,500
